accession	secondary_sample_accession	bio_material	cell_line	cell_type	collected_by	collection_date	country	culture_collection	description	dev_stage	first_public	sex	tissue_lib	tissue_type	tax_id	scientific_name	sample_alias	protocol_label	project_name	host	host_tax_id	host_status	host_sex	submitted_host_sex	host_body_site	sample_collection	sequencing_method
SAMN04932988	SRS1419665			macrophage					EU296_NI2		2016-09-08				9606	Homo sapiens	GSM2141716										
SAMN04932989	SRS1419666			macrophage					EU296_S2		2016-09-08				9606	Homo sapiens	GSM2141717										
SAMN04932990	SRS1419667			macrophage					EU298_L2		2016-09-08				9606	Homo sapiens	GSM2141718										
SAMN04932991	SRS1419669			macrophage					EU298_NI2		2016-09-08				9606	Homo sapiens	GSM2141719										
SAMN04932992	SRS1419668			macrophage					EU298_S2		2016-09-08				9606	Homo sapiens	GSM2141720										
SAMN04932993	SRS1419670			macrophage					EU300_L2		2016-09-08				9606	Homo sapiens	GSM2141721										
SAMN04932994	SRS1419677			macrophage					EU300_NI2		2016-09-08				9606	Homo sapiens	GSM2141722										
SAMN04932995	SRS1419671			macrophage					EU300_S2		2016-09-08				9606	Homo sapiens	GSM2141723										
SAMN04932996	SRS1419672			macrophage					EU302_L2		2016-09-08				9606	Homo sapiens	GSM2141724										
SAMN04932997	SRS1419674			macrophage					EU302_NI2		2016-09-08				9606	Homo sapiens	GSM2141725										
SAMN04932998	SRS1419673			macrophage					EU302_S2		2016-09-08				9606	Homo sapiens	GSM2141726										
SAMN04932999	SRS1419675			macrophage					EU306_L2		2016-09-08				9606	Homo sapiens	GSM2141727										
SAMN04933000	SRS1419676			macrophage					EU306_NI2		2016-09-08				9606	Homo sapiens	GSM2141728										
SAMN04933001	SRS1419678			macrophage					EU306_S2		2016-09-08				9606	Homo sapiens	GSM2141729										
SAMN04933002	SRS1419679			macrophage					EU40_L2		2016-09-08				9606	Homo sapiens	GSM2141730										
SAMN04933003	SRS1419681			macrophage					EU40_NI2		2016-09-08				9606	Homo sapiens	GSM2141731										
SAMN04933004	SRS1419680			macrophage					EU40_S2		2016-09-08				9606	Homo sapiens	GSM2141732										
SAMN04933005	SRS1419683			macrophage					EU56_L2		2016-09-08				9606	Homo sapiens	GSM2141733										
SAMN04933006	SRS1419682			macrophage					EU56_NI2		2016-09-08				9606	Homo sapiens	GSM2141734										
SAMN04933007	SRS1419686			macrophage					EU56_S2		2016-09-08				9606	Homo sapiens	GSM2141735										
SAMN04933008	SRS1419684			macrophage					EU96_L2		2016-09-08				9606	Homo sapiens	GSM2141736										
SAMN04933009	SRS1419685			macrophage					EU96_NI2		2016-09-08				9606	Homo sapiens	GSM2141737										
SAMN04933010	SRS1419687			macrophage					EU96_S2		2016-09-08				9606	Homo sapiens	GSM2141738										
SAMN04933011	SRS1419368			macrophage					AF115_L2		2016-09-08				9606	Homo sapiens	GSM2141418										
SAMN04933012	SRS1419367			macrophage					AF115_NI2		2016-09-08				9606	Homo sapiens	GSM2141419										
SAMN04933013	SRS1419369			macrophage					AF115_S2		2016-09-08				9606	Homo sapiens	GSM2141420										
SAMN04933014	SRS1419370			macrophage					AF117_NI2		2016-09-08				9606	Homo sapiens	GSM2141421										
SAMN04933015	SRS1419371			macrophage					AF117_S2		2016-09-08				9606	Homo sapiens	GSM2141422										
SAMN04933016	SRS1419363			macrophage					AF111_S2		2016-09-08				9606	Homo sapiens	GSM2141414										
SAMN04933017	SRS1419366			macrophage					AF113_L2		2016-09-08				9606	Homo sapiens	GSM2141415										
SAMN04933018	SRS1419364			macrophage					AF113_NI2		2016-09-08				9606	Homo sapiens	GSM2141416										
SAMN04933019	SRS1419365			macrophage					AF113_S2		2016-09-08				9606	Homo sapiens	GSM2141417										
SAMN04933020	SRS1419372			macrophage					AF119_L2		2016-09-08				9606	Homo sapiens	GSM2141423										
SAMN04933021	SRS1419373			macrophage					AF119_NI2		2016-09-08				9606	Homo sapiens	GSM2141424										
SAMN04933022	SRS1419380			macrophage					AF119_S2		2016-09-08				9606	Homo sapiens	GSM2141425										
SAMN04933023	SRS1419375			macrophage					AF125_L2		2016-09-08				9606	Homo sapiens	GSM2141426										
SAMN04933024	SRS1419374			macrophage					AF125_NI2		2016-09-08				9606	Homo sapiens	GSM2141427										
SAMN04933025	SRS1419376			macrophage					AF125_S2		2016-09-08				9606	Homo sapiens	GSM2141428										
SAMN04933026	SRS1419378			macrophage					AF127_L2		2016-09-08				9606	Homo sapiens	GSM2141429										
SAMN04933027	SRS1419377			macrophage					AF127_NI2		2016-09-08				9606	Homo sapiens	GSM2141430										
SAMN04933028	SRS1419379			macrophage					AF127_S2		2016-09-08				9606	Homo sapiens	GSM2141431										
SAMN04933029	SRS1419381			macrophage					AF129_L2		2016-09-08				9606	Homo sapiens	GSM2141432										
SAMN04933030	SRS1419384			macrophage					AF129_NI2		2016-09-08				9606	Homo sapiens	GSM2141433										
SAMN04933031	SRS1419383			macrophage					AF129_S2		2016-09-08				9606	Homo sapiens	GSM2141434										
SAMN04933032	SRS1419382			macrophage					AF131_L2		2016-09-08				9606	Homo sapiens	GSM2141435										
SAMN04933033	SRS1419385			macrophage					AF131_NI2		2016-09-08				9606	Homo sapiens	GSM2141436										
SAMN04933034	SRS1419386			macrophage					AF131_S2		2016-09-08				9606	Homo sapiens	GSM2141437										
SAMN04933035	SRS1419387			macrophage					AF133_L2		2016-09-08				9606	Homo sapiens	GSM2141438										
SAMN04933036	SRS1419388			macrophage					AF133_NI2		2016-09-08				9606	Homo sapiens	GSM2141439										
SAMN04933037	SRS1419389			macrophage					AF133_S2		2016-09-08				9606	Homo sapiens	GSM2141440										
SAMN04933038	SRS1419390			macrophage					AF137_L2		2016-09-08				9606	Homo sapiens	GSM2141441										
SAMN04933039	SRS1419391			macrophage					AF137_NI2		2016-09-08				9606	Homo sapiens	GSM2141442										
SAMN04933040	SRS1419392			macrophage					AF137_S2		2016-09-08				9606	Homo sapiens	GSM2141443										
SAMN04933041	SRS1419332			macrophage					EU70_S2		2016-09-08				9606	Homo sapiens	GSM2141384										
SAMN04933042	SRS1419333			macrophage					EU72_L2		2016-09-08				9606	Homo sapiens	GSM2141385										
SAMN04933043	SRS1419335			macrophage					EU72_NI2		2016-09-08				9606	Homo sapiens	GSM2141386										
SAMN04933044	SRS1419336			macrophage					EU72_S2		2016-09-08				9606	Homo sapiens	GSM2141387										
SAMN04933045	SRS1419337			macrophage					EU74_L2		2016-09-08				9606	Homo sapiens	GSM2141388										
SAMN04933046	SRS1419339			macrophage					EU74_NI2		2016-09-08				9606	Homo sapiens	GSM2141389										
SAMN04933047	SRS1419338			macrophage					EU74_S2		2016-09-08				9606	Homo sapiens	GSM2141390										
SAMN04933048	SRS1419340			macrophage					EU76_L2		2016-09-08				9606	Homo sapiens	GSM2141391										
SAMN04933049	SRS1419343			macrophage					EU76_NI2		2016-09-08				9606	Homo sapiens	GSM2141392										
SAMN04933050	SRS1419341			macrophage					EU76_S2		2016-09-08				9606	Homo sapiens	GSM2141393										
SAMN04933051	SRS1419342			macrophage					EU78_L2		2016-09-08				9606	Homo sapiens	GSM2141394										
SAMN04933052	SRS1419344			macrophage					EU78_NI2		2016-09-08				9606	Homo sapiens	GSM2141395										
SAMN04933053	SRS1419345			macrophage					EU78_S2		2016-09-08				9606	Homo sapiens	GSM2141396										
SAMN04933054	SRS1419346			macrophage					EU80_L2		2016-09-08				9606	Homo sapiens	GSM2141397										
SAMN04933055	SRS1419347			macrophage					EU80_NI2		2016-09-08				9606	Homo sapiens	GSM2141398										
SAMN04933056	SRS1419348			macrophage					EU80_S2		2016-09-08				9606	Homo sapiens	GSM2141399										
SAMN04933057	SRS1419350			macrophage					AF101_L2		2016-09-08				9606	Homo sapiens	GSM2141400										
SAMN04933058	SRS1419349			macrophage					AF101_NI2		2016-09-08				9606	Homo sapiens	GSM2141401										
SAMN04933059	SRS1419351			macrophage					AF101_S2		2016-09-08				9606	Homo sapiens	GSM2141402										
SAMN04933060	SRS1419353			macrophage					AF105_L2		2016-09-08				9606	Homo sapiens	GSM2141403										
SAMN04933061	SRS1419352			macrophage					AF105_NI2		2016-09-08				9606	Homo sapiens	GSM2141404										
SAMN04933062	SRS1419354			macrophage					AF105_S2		2016-09-08				9606	Homo sapiens	GSM2141405										
SAMN04933063	SRS1419358			macrophage					AF107_L2		2016-09-08				9606	Homo sapiens	GSM2141406										
SAMN04933064	SRS1419355			macrophage					AF107_NI2		2016-09-08				9606	Homo sapiens	GSM2141407										
SAMN04933065	SRS1419357			macrophage					AF107_S2		2016-09-08				9606	Homo sapiens	GSM2141408										
SAMN04933066	SRS1419356			macrophage					AF109_L2		2016-09-08				9606	Homo sapiens	GSM2141409										
SAMN04933067	SRS1419360			macrophage					AF109_NI2		2016-09-08				9606	Homo sapiens	GSM2141410										
SAMN04933068	SRS1419361			macrophage					AF109_S2		2016-09-08				9606	Homo sapiens	GSM2141411										
SAMN04933069	SRS1419359			macrophage					AF111_L2		2016-09-08				9606	Homo sapiens	GSM2141412										
SAMN04933070	SRS1419362			macrophage					AF111_NI2		2016-09-08				9606	Homo sapiens	GSM2141413										
SAMN04933071	SRS1419488			macrophage					AF93_NI2		2016-09-08				9606	Homo sapiens	GSM2141539										
SAMN04933072	SRS1419489			macrophage					AF93_S2		2016-09-08				9606	Homo sapiens	GSM2141540										
SAMN04933073	SRS1419482			macrophage					AF75_L2		2016-09-08				9606	Homo sapiens	GSM2141533										
SAMN04933074	SRS1419483			macrophage					AF75_NI2		2016-09-08				9606	Homo sapiens	GSM2141534										
SAMN04933075	SRS1419484			macrophage					AF75_S2		2016-09-08				9606	Homo sapiens	GSM2141535										
SAMN04933076	SRS1419485			macrophage					AF89_S2		2016-09-08				9606	Homo sapiens	GSM2141536										
SAMN04933077	SRS1419486			macrophage					AF91_S2		2016-09-08				9606	Homo sapiens	GSM2141537										
SAMN04933078	SRS1419490			macrophage					AF95_L2		2016-09-08				9606	Homo sapiens	GSM2141541										
SAMN04933079	SRS1419491			macrophage					AF95_NI2		2016-09-08				9606	Homo sapiens	GSM2141542										
SAMN04933080	SRS1419492			macrophage					AF95_S2		2016-09-08				9606	Homo sapiens	GSM2141543										
SAMN04933081	SRS1419493			macrophage					AF97_L2		2016-09-08				9606	Homo sapiens	GSM2141544										
SAMN04933082	SRS1419495			macrophage					AF97_NI2		2016-09-08				9606	Homo sapiens	GSM2141545										
SAMN04933083	SRS1419494			macrophage					AF97_S2		2016-09-08				9606	Homo sapiens	GSM2141546										
SAMN04933084	SRS1419497			macrophage					EU104_L2		2016-09-08				9606	Homo sapiens	GSM2141547										
SAMN04933085	SRS1419496			macrophage					EU104_NI2		2016-09-08				9606	Homo sapiens	GSM2141548										
SAMN04933086	SRS1419498			macrophage					EU104_S2		2016-09-08				9606	Homo sapiens	GSM2141549										
SAMN04933087	SRS1419499			macrophage					EU110_L2		2016-09-08				9606	Homo sapiens	GSM2141550										
SAMN04933088	SRS1419500			macrophage					EU110_NI2		2016-09-08				9606	Homo sapiens	GSM2141551										
SAMN04933089	SRS1419501			macrophage					EU110_S2		2016-09-08				9606	Homo sapiens	GSM2141552										
SAMN04933090	SRS1419502			macrophage					EU118_L2		2016-09-08				9606	Homo sapiens	GSM2141553										
SAMN04933091	SRS1419504			macrophage					EU118_NI2		2016-09-08				9606	Homo sapiens	GSM2141554										
SAMN04933092	SRS1419503			macrophage					EU118_S2		2016-09-08				9606	Homo sapiens	GSM2141555										
SAMN04933093	SRS1419505			macrophage					EU120_L2		2016-09-08				9606	Homo sapiens	GSM2141556										
SAMN04933094	SRS1419506			macrophage					EU120_NI2		2016-09-08				9606	Homo sapiens	GSM2141557										
SAMN04933095	SRS1419507			macrophage					EU120_S2		2016-09-08				9606	Homo sapiens	GSM2141558										
SAMN04933096	SRS1419508			macrophage					EU122_L2		2016-09-08				9606	Homo sapiens	GSM2141559										
SAMN04933097	SRS1419509			macrophage					EU122_NI2		2016-09-08				9606	Homo sapiens	GSM2141560										
SAMN04933098	SRS1419511			macrophage					EU122_S2		2016-09-08				9606	Homo sapiens	GSM2141561										
SAMN04933099	SRS1419510			macrophage					EU126_L2		2016-09-08				9606	Homo sapiens	GSM2141562										
SAMN04933100	SRS1419513			macrophage					EU126_NI2		2016-09-08				9606	Homo sapiens	GSM2141563										
SAMN04933101	SRS1419632			macrophage					EU272_S2		2016-09-08				9606	Homo sapiens	GSM2141684										
SAMN04933102	SRS1419634			macrophage					EU274_L2		2016-09-08				9606	Homo sapiens	GSM2141685										
SAMN04933103	SRS1419635			macrophage					EU274_NI2		2016-09-08				9606	Homo sapiens	GSM2141686										
SAMN04933104	SRS1419636			macrophage					EU274_S2		2016-09-08				9606	Homo sapiens	GSM2141687										
SAMN04933105	SRS1419637			macrophage					EU276_L2		2016-09-08				9606	Homo sapiens	GSM2141688										
SAMN04933106	SRS1419638			macrophage					EU276_NI2		2016-09-08				9606	Homo sapiens	GSM2141689										
SAMN04933107	SRS1419640			macrophage					EU276_S2		2016-09-08				9606	Homo sapiens	GSM2141690										
SAMN04933108	SRS1419639			macrophage					EU278_L2		2016-09-08				9606	Homo sapiens	GSM2141691										
SAMN04933109	SRS1419641			macrophage					EU278_NI2		2016-09-08				9606	Homo sapiens	GSM2141692										
SAMN04933110	SRS1419642			macrophage					EU278_S2		2016-09-08				9606	Homo sapiens	GSM2141693										
SAMN04933111	SRS1419643			macrophage					EU280_L2		2016-09-08				9606	Homo sapiens	GSM2141694										
SAMN04933112	SRS1419646			macrophage					EU280_NI2		2016-09-08				9606	Homo sapiens	GSM2141695										
SAMN04933113	SRS1419644			macrophage					EU280_S2		2016-09-08				9606	Homo sapiens	GSM2141696										
SAMN04933114	SRS1419647			macrophage					EU282_L2		2016-09-08				9606	Homo sapiens	GSM2141697										
SAMN04933115	SRS1419645			macrophage					EU282_NI2		2016-09-08				9606	Homo sapiens	GSM2141698										
SAMN04933116	SRS1419648			macrophage					EU282_S2		2016-09-08				9606	Homo sapiens	GSM2141699										
SAMN04933117	SRS1419650			macrophage					EU284_L2		2016-09-08				9606	Homo sapiens	GSM2141700										
SAMN04933118	SRS1419649			macrophage					EU284_NI2		2016-09-08				9606	Homo sapiens	GSM2141701										
SAMN04933119	SRS1419651			macrophage					EU284_S2		2016-09-08				9606	Homo sapiens	GSM2141702										
SAMN04933120	SRS1419660			macrophage					EU286_L2		2016-09-08				9606	Homo sapiens	GSM2141703										
SAMN04933121	SRS1419654			macrophage					EU286_NI2		2016-09-08				9606	Homo sapiens	GSM2141704										
SAMN04933122	SRS1419652			macrophage					EU286_S2		2016-09-08				9606	Homo sapiens	GSM2141705										
SAMN04933123	SRS1419653			macrophage					EU288_L2		2016-09-08				9606	Homo sapiens	GSM2141706										
SAMN04933124	SRS1419655			macrophage					EU288_NI2		2016-09-08				9606	Homo sapiens	GSM2141707										
SAMN04933125	SRS1419656			macrophage					EU288_S2		2016-09-08				9606	Homo sapiens	GSM2141708										
SAMN04933126	SRS1419659			macrophage					EU290_L2		2016-09-08				9606	Homo sapiens	GSM2141709										
SAMN04933127	SRS1419658			macrophage					EU290_NI2		2016-09-08				9606	Homo sapiens	GSM2141710										
SAMN04933128	SRS1419657			macrophage					EU290_S2		2016-09-08				9606	Homo sapiens	GSM2141711										
SAMN04933129	SRS1419661			macrophage					EU294_L2		2016-09-08				9606	Homo sapiens	GSM2141712										
SAMN04933130	SRS1419662			macrophage					EU294_NI2		2016-09-08				9606	Homo sapiens	GSM2141713										
SAMN04933131	SRS1419543			macrophage					EU156_S2		2016-09-08				9606	Homo sapiens	GSM2141594										
SAMN04933132	SRS1419545			macrophage					EU162_L2		2016-09-08				9606	Homo sapiens	GSM2141595										
SAMN04933133	SRS1419544			macrophage					EU162_NI2		2016-09-08				9606	Homo sapiens	GSM2141596										
SAMN04933134	SRS1419546			macrophage					EU162_S2		2016-09-08				9606	Homo sapiens	GSM2141597										
SAMN04933135	SRS1419547			macrophage					EU164_L2		2016-09-08				9606	Homo sapiens	GSM2141598										
SAMN04933136	SRS1419548			macrophage					EU164_NI2		2016-09-08				9606	Homo sapiens	GSM2141599										
SAMN04933137	SRS1419549			macrophage					EU164_S2		2016-09-08				9606	Homo sapiens	GSM2141600										
SAMN04933138	SRS1419550			macrophage					EU168_L2		2016-09-08				9606	Homo sapiens	GSM2141601										
SAMN04933139	SRS1419551			macrophage					EU168_NI2		2016-09-08				9606	Homo sapiens	GSM2141602										
SAMN04933140	SRS1419553			macrophage					EU168_S2		2016-09-08				9606	Homo sapiens	GSM2141603										
SAMN04933141	SRS1419552			macrophage					EU170_L2		2016-09-08				9606	Homo sapiens	GSM2141604										
SAMN04933142	SRS1419554			macrophage					EU170_NI2		2016-09-08				9606	Homo sapiens	GSM2141605										
SAMN04933143	SRS1419556			macrophage					EU170_S2		2016-09-08				9606	Homo sapiens	GSM2141606										
SAMN04933144	SRS1419557			macrophage					EU184_L2		2016-09-08				9606	Homo sapiens	GSM2141607										
SAMN04933145	SRS1419555			macrophage					EU184_NI2		2016-09-08				9606	Homo sapiens	GSM2141608										
SAMN04933146	SRS1419558			macrophage					EU184_S2		2016-09-08				9606	Homo sapiens	GSM2141609										
SAMN04933147	SRS1419559			macrophage					EU186_L2		2016-09-08				9606	Homo sapiens	GSM2141610										
SAMN04933148	SRS1419560			macrophage					EU186_NI2		2016-09-08				9606	Homo sapiens	GSM2141611										
SAMN04933149	SRS1419561			macrophage					EU186_S2		2016-09-08				9606	Homo sapiens	GSM2141612										
SAMN04933150	SRS1419563			macrophage					EU190_L2		2016-09-08				9606	Homo sapiens	GSM2141613										
SAMN04933151	SRS1419562			macrophage					EU190_NI2		2016-09-08				9606	Homo sapiens	GSM2141614										
SAMN04933152	SRS1419565			macrophage					EU190_S2		2016-09-08				9606	Homo sapiens	GSM2141615										
SAMN04933153	SRS1419564			macrophage					EU200_L2		2016-09-08				9606	Homo sapiens	GSM2141616										
SAMN04933154	SRS1419566			macrophage					EU200_NI2		2016-09-08				9606	Homo sapiens	GSM2141617										
SAMN04933155	SRS1419567			macrophage					EU200_S2		2016-09-08				9606	Homo sapiens	GSM2141618										
SAMN04933156	SRS1419568			macrophage					EU202_L2		2016-09-08				9606	Homo sapiens	GSM2141619										
SAMN04933157	SRS1419569			macrophage					EU202_NI2		2016-09-08				9606	Homo sapiens	GSM2141620										
SAMN04933158	SRS1419570			macrophage					EU202_S2		2016-09-08				9606	Homo sapiens	GSM2141621										
SAMN04933159	SRS1419572			macrophage					EU210_L2		2016-09-08				9606	Homo sapiens	GSM2141622										
SAMN04933160	SRS1419571			macrophage					EU210_NI2		2016-09-08				9606	Homo sapiens	GSM2141623										
SAMN04933161	SRS1419574			macrophage					EU210_S2		2016-09-08				9606	Homo sapiens	GSM2141624										
SAMN04933162	SRS1419573			macrophage					EU212_L2		2016-09-08				9606	Homo sapiens	GSM2141625										
SAMN04933163	SRS1419577			macrophage					EU212_NI2		2016-09-08				9606	Homo sapiens	GSM2141626										
SAMN04933164	SRS1419575			macrophage					EU212_S2		2016-09-08				9606	Homo sapiens	GSM2141627										
SAMN04933165	SRS1419576			macrophage					EU214_L2		2016-09-08				9606	Homo sapiens	GSM2141628										
SAMN04933166	SRS1419579			macrophage					EU214_NI2		2016-09-08				9606	Homo sapiens	GSM2141629										
SAMN04933167	SRS1419578			macrophage					EU214_S2		2016-09-08				9606	Homo sapiens	GSM2141630										
SAMN04933168	SRS1419580			macrophage					EU216_L2		2016-09-08				9606	Homo sapiens	GSM2141631										
SAMN04933169	SRS1419581			macrophage					EU216_NI2		2016-09-08				9606	Homo sapiens	GSM2141632										
SAMN04933170	SRS1419583			macrophage					EU216_S2		2016-09-08				9606	Homo sapiens	GSM2141633										
SAMN04933171	SRS1419584			macrophage					EU224_L2		2016-09-08				9606	Homo sapiens	GSM2141634										
SAMN04933172	SRS1419582			macrophage					EU224_NI2		2016-09-08				9606	Homo sapiens	GSM2141635										
SAMN04933173	SRS1419585			macrophage					EU224_S2		2016-09-08				9606	Homo sapiens	GSM2141636										
SAMN04933174	SRS1419586			macrophage					EU230_L2		2016-09-08				9606	Homo sapiens	GSM2141637										
SAMN04933175	SRS1419587			macrophage					EU230_NI2		2016-09-08				9606	Homo sapiens	GSM2141638										
SAMN04933176	SRS1419588			macrophage					EU230_S2		2016-09-08				9606	Homo sapiens	GSM2141639										
SAMN04933177	SRS1419589			macrophage					EU232_L2		2016-09-08				9606	Homo sapiens	GSM2141640										
SAMN04933178	SRS1419590			macrophage					EU232_NI2		2016-09-08				9606	Homo sapiens	GSM2141641										
SAMN04933179	SRS1419591			macrophage					EU232_S2		2016-09-08				9606	Homo sapiens	GSM2141642										
SAMN04933180	SRS1419594			macrophage					EU238_L2		2016-09-08				9606	Homo sapiens	GSM2141643										
SAMN04933181	SRS1419592			macrophage					EU238_NI2		2016-09-08				9606	Homo sapiens	GSM2141644										
SAMN04933182	SRS1419593			macrophage					EU238_S2		2016-09-08				9606	Homo sapiens	GSM2141645										
SAMN04933183	SRS1419595			macrophage					EU240_L2		2016-09-08				9606	Homo sapiens	GSM2141646										
SAMN04933184	SRS1419597			macrophage					EU240_S2		2016-09-08				9606	Homo sapiens	GSM2141647										
SAMN04933185	SRS1419596			macrophage					EU242_L2		2016-09-08				9606	Homo sapiens	GSM2141648										
SAMN04933186	SRS1419598			macrophage					EU242_NI2		2016-09-08				9606	Homo sapiens	GSM2141649										
SAMN04933187	SRS1419599			macrophage					EU242_S2		2016-09-08				9606	Homo sapiens	GSM2141650										
SAMN04933188	SRS1419607			macrophage					EU254_L2		2016-09-08				9606	Homo sapiens	GSM2141658										
SAMN04933189	SRS1419600			macrophage					EU246_L2		2016-09-08				9606	Homo sapiens	GSM2141651										
SAMN04933190	SRS1419601			macrophage					EU246_S2		2016-09-08				9606	Homo sapiens	GSM2141652										
SAMN04933191	SRS1419512			macrophage					EU126_S2		2016-09-08				9606	Homo sapiens	GSM2141564										
SAMN04933192	SRS1419514			macrophage					EU128_L2		2016-09-08				9606	Homo sapiens	GSM2141565										
SAMN04933193	SRS1419515			macrophage					EU128_NI2		2016-09-08				9606	Homo sapiens	GSM2141566										
SAMN04933194	SRS1419517			macrophage					EU128_S2		2016-09-08				9606	Homo sapiens	GSM2141567										
SAMN04933195	SRS1419518			macrophage					EU130_L2		2016-09-08				9606	Homo sapiens	GSM2141568										
SAMN04933196	SRS1419516			macrophage					EU130_NI2		2016-09-08				9606	Homo sapiens	GSM2141569										
SAMN04933197	SRS1419520			macrophage					EU130_S2		2016-09-08				9606	Homo sapiens	GSM2141570										
SAMN04933198	SRS1419519			macrophage					EU134_L2		2016-09-08				9606	Homo sapiens	GSM2141571										
SAMN04933199	SRS1419521			macrophage					EU134_NI2		2016-09-08				9606	Homo sapiens	GSM2141572										
SAMN04933200	SRS1419522			macrophage					EU134_S2		2016-09-08				9606	Homo sapiens	GSM2141573										
SAMN04933201	SRS1419523			macrophage					EU136_L2		2016-09-08				9606	Homo sapiens	GSM2141574										
SAMN04933202	SRS1419525			macrophage					EU136_NI2		2016-09-08				9606	Homo sapiens	GSM2141575										
SAMN04933203	SRS1419524			macrophage					EU136_S2		2016-09-08				9606	Homo sapiens	GSM2141576										
SAMN04933204	SRS1419526			macrophage					EU138_L2		2016-09-08				9606	Homo sapiens	GSM2141577										
SAMN04933205	SRS1419527			macrophage					EU138_NI2		2016-09-08				9606	Homo sapiens	GSM2141578										
SAMN04933206	SRS1419528			macrophage					EU138_S2		2016-09-08				9606	Homo sapiens	GSM2141579										
SAMN04933207	SRS1419529			macrophage					EU140_L2		2016-09-08				9606	Homo sapiens	GSM2141580										
SAMN04933208	SRS1419530			macrophage					EU140_NI2		2016-09-08				9606	Homo sapiens	GSM2141581										
SAMN04933209	SRS1419531			macrophage					EU140_S2		2016-09-08				9606	Homo sapiens	GSM2141582										
SAMN04933210	SRS1419532			macrophage					EU144_L2		2016-09-08				9606	Homo sapiens	GSM2141583										
SAMN04933211	SRS1419533			macrophage					EU144_NI2		2016-09-08				9606	Homo sapiens	GSM2141584										
SAMN04933212	SRS1419535			macrophage					EU144_S2		2016-09-08				9606	Homo sapiens	GSM2141585										
SAMN04933213	SRS1419534			macrophage					EU148_L2		2016-09-08				9606	Homo sapiens	GSM2141586										
SAMN04933214	SRS1419536			macrophage					EU148_NI2		2016-09-08				9606	Homo sapiens	GSM2141587										
SAMN04933215	SRS1419539			macrophage					EU148_S2		2016-09-08				9606	Homo sapiens	GSM2141588										
SAMN04933216	SRS1419537			macrophage					EU152_L2		2016-09-08				9606	Homo sapiens	GSM2141589										
SAMN04933217	SRS1419538			macrophage					EU152_NI2		2016-09-08				9606	Homo sapiens	GSM2141590										
SAMN04933218	SRS1419541			macrophage					EU152_S2		2016-09-08				9606	Homo sapiens	GSM2141591										
SAMN04933219	SRS1419540			macrophage					EU156_L2		2016-09-08				9606	Homo sapiens	GSM2141592										
SAMN04933220	SRS1419542			macrophage					EU156_NI2		2016-09-08				9606	Homo sapiens	GSM2141593										
SAMN04933221	SRS1419602			macrophage					EU248_L2		2016-09-08				9606	Homo sapiens	GSM2141653										
SAMN04933222	SRS1419604			macrophage					EU248_NI2		2016-09-08				9606	Homo sapiens	GSM2141654										
SAMN04933223	SRS1419603			macrophage					EU248_S2		2016-09-08				9606	Homo sapiens	GSM2141655										
SAMN04933224	SRS1419606			macrophage					EU252_NI2		2016-09-08				9606	Homo sapiens	GSM2141656										
SAMN04933225	SRS1419605			macrophage					EU252_S2		2016-09-08				9606	Homo sapiens	GSM2141657										
SAMN04933226	SRS1419608			macrophage					EU254_NI2		2016-09-08				9606	Homo sapiens	GSM2141659										
SAMN04933227	SRS1419610			macrophage					EU254_S2		2016-09-08				9606	Homo sapiens	GSM2141660										
SAMN04933228	SRS1419611			macrophage					EU258_L2		2016-09-08				9606	Homo sapiens	GSM2141661										
SAMN04933229	SRS1419609			macrophage					EU258_NI2		2016-09-08				9606	Homo sapiens	GSM2141662										
SAMN04933230	SRS1419612			macrophage					EU258_S2		2016-09-08				9606	Homo sapiens	GSM2141663										
SAMN04933231	SRS1419613			macrophage					EU260_L2		2016-09-08				9606	Homo sapiens	GSM2141664										
SAMN04933232	SRS1419614			macrophage					EU260_NI2		2016-09-08				9606	Homo sapiens	GSM2141665										
SAMN04933233	SRS1419615			macrophage					EU260_S2		2016-09-08				9606	Homo sapiens	GSM2141666										
SAMN04933234	SRS1419616			macrophage					EU262_L2		2016-09-08				9606	Homo sapiens	GSM2141667										
SAMN04933235	SRS1419617			macrophage					EU262_NI2		2016-09-08				9606	Homo sapiens	GSM2141668										
SAMN04933236	SRS1419619			macrophage					EU262_S2		2016-09-08				9606	Homo sapiens	GSM2141669										
SAMN04933237	SRS1419618			macrophage					EU264_L2		2016-09-08				9606	Homo sapiens	GSM2141670										
SAMN04933238	SRS1419620			macrophage					EU264_NI2		2016-09-08				9606	Homo sapiens	GSM2141671										
SAMN04933239	SRS1419621			macrophage					EU264_S2		2016-09-08				9606	Homo sapiens	GSM2141672										
SAMN04933240	SRS1419622			macrophage					EU266_L2		2016-09-08				9606	Homo sapiens	GSM2141673										
SAMN04933241	SRS1419624			macrophage					EU266_NI2		2016-09-08				9606	Homo sapiens	GSM2141674										
SAMN04933242	SRS1419623			macrophage					EU266_S2		2016-09-08				9606	Homo sapiens	GSM2141675										
SAMN04933243	SRS1419625			macrophage					EU268_L2		2016-09-08				9606	Homo sapiens	GSM2141676										
SAMN04933244	SRS1419626			macrophage					EU268_NI2		2016-09-08				9606	Homo sapiens	GSM2141677										
SAMN04933245	SRS1419628			macrophage					EU268_S2		2016-09-08				9606	Homo sapiens	GSM2141678										
SAMN04933246	SRS1419627			macrophage					EU270_L2		2016-09-08				9606	Homo sapiens	GSM2141679										
